8.385519e-006	7.826485e-006	1.665566e-042	1.143453e-053	9.786817e-073	
6.907579e-006	6.447074e-006	3.132701e-042	4.055030e-053	2.864982e-071	
5.655176e-006	5.278164e-006	5.383418e-042	1.436946e-052	8.386919e-070	
4.600673e-006	4.293962e-006	7.785599e-042	5.052349e-052	2.455178e-068	
3.718601e-006	3.470694e-006	7.458490e-042	1.632281e-051	7.187257e-067	
1.194279e-005	1.114660e-005	5.304241e-040	4.115083e-050	5.672077e-064	
3.809444e-005	3.555481e-005	1.265302e-037	1.038353e-048	4.476320e-061	
1.206607e-004	1.126167e-004	1.668597e-033	1.209677e-046	3.532648e-058	
9.485794e-005	8.853408e-005	6.539494e-033	3.445437e-045	1.034144e-056	
7.402128e-005	6.908653e-005	2.936276e-032	1.218389e-043	3.027341e-055	
5.732210e-005	5.350063e-005	1.577382e-031	4.415786e-042	8.862205e-054	
4.404267e-005	4.110649e-005	1.125043e-030	1.604315e-040	2.594313e-052	
3.356683e-005	3.132905e-005	1.387738e-029	5.830091e-039	7.594563e-051	
2.537036e-005	2.367901e-005	7.144212e-028	2.119340e-037	2.223224e-049	
1.901131e-005	1.774389e-005	3.835600e-023	8.239839e-036	6.508244e-048	
7.314904e-031	1.317916e-005	1.482655e-004	5.832055e-033	1.906300e-046	
1.150239e-030	1.287545e-005	1.448488e-004	2.173435e-031	6.345455e-045	
1.764372e-030	1.246068e-005	1.401826e-004	3.840870e-029	2.112207e-043	
2.580547e-037	1.194240e-005	1.343520e-004	1.214628e-018	7.093172e-042	
9.025833e-038	5.885288e-027	3.824239e-004	1.412027e-003	9.056979e-040	
1.328154e-037	5.727718e-027	2.586080e-004	9.548603e-004	5.385163e-039	
1.957669e-037	5.574656e-027	1.730074e-004	6.387967e-004	3.705910e-038	
2.897658e-037	5.426017e-027	1.144588e-004	4.226170e-004	3.326522e-037	
4.331428e-037	5.281726e-027	7.485508e-005	2.763880e-004	4.018966e-036	
6.612239e-037	5.141718e-027	4.837244e-005	1.786059e-004	5.909466e-035	
1.047859e-036	5.005934e-027	3.087344e-005	1.139942e-004	9.488158e-034	
1.733325e-036	4.874329e-027	1.945257e-005	7.182488e-005	1.573255e-032	
2.788316e-036	4.746868e-027	1.209361e-005	4.465332e-005	2.642193e-031	
2.763763e-036	4.623514e-027	7.414639e-006	2.737713e-005	4.743951e-030	
2.125658e-036	4.501906e-027	4.480570e-006	1.654364e-005	2.883724e-028	
1.487671e-036	2.168802e-034	2.667002e-006	9.847393e-006	3.332665e-023	
2.049534e-035	2.686503e-033	8.594948e-006	3.173519e-005	5.865033e-020	
2.530658e-034	3.643930e-032	8.929522e-021	1.006072e-004	1.307894e-003	
2.280243e-033	3.426174e-031	3.142285e-020	2.849505e-004	3.704357e-003	
1.792169e-032	3.088299e-030	1.103965e-019	7.927108e-004	1.030524e-002	
8.683602e-032	2.429745e-029	3.873197e-019	2.164193e-003	2.813451e-002	
3.896119e-031	1.177346e-028	1.357350e-018	5.793171e-003	7.531122e-002	
2.582731e-029	5.269655e-028	4.570452e-026	1.518962e-002	1.974651e-001	
1.935142e-029	8.056946e-027	6.681747e-025	6.494910e-002	8.443383e-001	
7.137693e-027	2.983657e-025	2.941127e-023	8.142629e-001	1.058542e+001	
8.401291e-027	1.631618e-024	3.944950e-022	3.321484e+000	4.317929e+001	
5.584211e-027	7.722734e-024	1.930748e-021	1.320689e+001	1.716896e+002	
2.308907e-026	3.193122e-023	7.983044e-021	1.393947e+001	1.812131e+002	
9.546649e-026	1.320262e-022	3.300744e-020	1.429630e+001	1.858519e+002	
3.947265e-025	5.458893e-022	1.364757e-019	1.422144e+001	1.848787e+002	
1.632099e-024	2.257091e-021	5.642857e-019	1.369406e+001	1.780228e+002	
6.748880e-024	9.332401e-021	2.333152e-018	1.273557e+001	1.655624e+002	
2.792198e-023	3.858632e-020	9.646877e-018	1.141082e+001	1.483406e+002	
1.157987e-022	1.595134e-019	3.988654e-017	9.822201e+000	1.276886e+002	
4.767758e-022	6.574212e-019	1.648890e-016	8.096871e+000	1.052593e+002	
1.347884e-021	2.575090e-018	6.796495e-016	6.369051e+000	8.279766e+001	
2.776121e-020	2.854789e-018	2.666629e-015	4.760843e+000	6.189096e+001	
8.681231e-019	3.444069e-018	2.928937e-015	3.365623e+000	4.375310e+001	
2.777288e-017	5.689257e-017	3.305932e-014	6.153502e+000	7.999552e+001	
8.886379e-016	1.216944e-015	3.734849e-013	1.051110e+001	1.366443e+002	
2.843560e-014	3.088748e-014	4.203881e-012	1.664171e+001	2.163422e+002	
9.095587e-013	9.187165e-013	3.111660e-011	2.418642e+001	3.144234e+002	
2.911056e-011	2.936146e-011	7.553354e-010	1.275281e+002	1.657865e+003	
9.315377e-010	9.345367e-010	5.612232e-009	8.579900e+001	1.115387e+003	
2.980921e-008	2.987281e-008	6.017239e-008	5.052779e+001	6.568603e+002	
9.538946e-007	9.557215e-007	1.157087e-006	2.533456e+001	3.293450e+002	
3.052463e-005	3.058175e-005	3.208213e-005	1.038832e+001	1.350310e+002	
9.767880e-004	9.786071e-004	9.948063e-004	3.272628e+000	4.246225e+001	
3.125720e-002	3.131488e-002	3.162300e-002	7.526242e-001	9.108097e+000	
