1.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	0.000000e+000	
0.000000e+000	5.973333e-001	3.333817e-025	0.000000e+000	0.000000e+000	
0.000000e+000	4.460089e-001	2.489250e-025	8.334544e-056	0.000000e+000	
0.000000e+000	3.330200e-001	1.858640e-025	6.223126e-056	6.411187e-087	
0.000000e+000	6.216373e-002	2.220133e-032	4.646601e-056	4.787020e-087	
0.000000e+000	1.160390e-002	4.144249e-033	5.550333e-063	3.574308e-087	
0.000000e+000	2.166061e-003	7.735931e-034	1.036062e-063	4.269487e-094	
0.000000e+000	1.617325e-003	9.026563e-028	1.933983e-064	7.969709e-095	
0.000000e+000	1.207603e-003	6.739834e-028	2.256641e-058	1.487679e-095	
0.000000e+000	9.016768e-004	5.032409e-028	1.684958e-058	1.735878e-089	
0.000000e+000	6.732520e-004	3.757532e-028	1.258102e-058	1.296122e-089	
0.000000e+000	5.026948e-004	2.805624e-028	9.393830e-059	9.677710e-090	
0.000000e+000	3.753455e-004	2.094866e-028	7.014060e-059	7.226023e-090	
0.000000e+000	2.802579e-004	1.564167e-028	5.237165e-059	5.395431e-090	
0.000000e+000	2.092593e-004	1.167911e-028	3.910416e-059	4.028588e-090	
0.000000e+000	1.953087e-034	1.046296e-005	2.919778e-059	3.008013e-090	
0.000000e+000	1.822881e-064	5.885417e-006	2.615741e-036	2.245983e-090	
0.000000e+000	1.701355e-094	3.310547e-006	1.471354e-036	2.012108e-067	
0.000000e+000	1.587932e-124	6.207276e-007	9.546659e-024	1.131811e-067	
0.000000e+000	1.482070e-154	1.800540e-034	1.313078e-007	7.343584e-055	
0.000000e+000	1.383265e-184	5.222811e-062	1.025599e-007	1.010060e-038	
0.000000e+000	1.291047e-214	1.514977e-089	8.010596e-008	7.889223e-039	
0.000000e+000	1.204977e-244	4.394481e-117	6.256797e-008	6.161997e-039	
0.000000e+000	1.124646e-274	1.274704e-144	4.886966e-008	4.812921e-039	
0.000000e+000	1.049669e-304	3.697522e-172	3.817038e-008	3.759204e-039	
0.000000e+000	0.000000e+000	1.072537e-199	2.981355e-008	2.936183e-039	
0.000000e+000	0.000000e+000	3.111101e-227	2.328633e-008	2.293350e-039	
0.000000e+000	0.000000e+000	9.024345e-255	1.818814e-008	1.791256e-039	
0.000000e+000	0.000000e+000	2.617685e-282	1.420612e-008	1.399087e-039	
0.000000e+000	0.000000e+000	7.593097e-310	1.109590e-008	1.092778e-039	
0.000000e+000	0.000000e+000	0.000000e+000	1.575750e-009	1.590450e-035	
0.000000e+000	0.000000e+000	0.000000e+000	2.237751e-010	2.258628e-036	
0.000000e+000	0.000000e+000	0.000000e+000	2.437163e-028	2.689604e-012	
0.000000e+000	0.000000e+000	0.000000e+000	2.654345e-046	4.202507e-013	
0.000000e+000	0.000000e+000	0.000000e+000	2.890880e-064	6.566417e-014	
0.000000e+000	0.000000e+000	0.000000e+000	3.148494e-082	1.026003e-014	
0.000000e+000	0.000000e+000	0.000000e+000	3.429064e-100	1.603129e-015	
0.000000e+000	0.000000e+000	0.000000e+000	3.165290e-130	1.502934e-016	
0.000000e+000	0.000000e+000	0.000000e+000	2.921806e-160	4.696667e-018	
0.000000e+000	0.000000e+000	0.000000e+000	2.697052e-190	4.403126e-019	
0.000000e+000	0.000000e+000	0.000000e+000	2.489587e-220	4.127930e-020	
0.000000e+000	0.000000e+000	0.000000e+000	2.298080e-250	1.418976e-020	
0.000000e+000	0.000000e+000	0.000000e+000	2.121304e-280	4.877730e-021	
0.000000e+000	0.000000e+000	0.000000e+000	1.958127e-310	1.676720e-021	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.763724e-022	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.981280e-022	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.810650e-023	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.341161e-023	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.047741e-024	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.766411e-024	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	9.509538e-025	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.268904e-025	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.086130e-026	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.107662e-027	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.384577e-028	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	7.980722e-029	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.493976e-030	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.455572e-031	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.193406e-031	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.610576e-032	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.710635e-033	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.249202e-033	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.732628e-034	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.977624e-035	
